tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,year,month,day,rain_today,rain_tomorrow,horatmin_,horatmax_,horaracha_,horapresmin_
5.0,0.0,-4.1,14.0,99.0,1.4,7.2,7.5,955.4,950.3,2017,1,23,0,0,7.0,14.0,15.5,14.0
5.6,0.0,-4.1,15.3,33.0,1.1,7.2,9.5,958.2,955.0,2017,1,24,0,0,6.0,15.0,16.0,1.0
5.2,0.0,-4.5,15.0,27.0,2.5,8.9,9.5,958.0,952.3,2017,1,25,0,1,7.0,14.0,14.5,15.0
4.8,0.6,-2.8,12.3,99.0,1.1,12.5,2.4,953.9,946.2,2017,1,26,1,1,4.0,13.0,16.0,24.0
8.4,4.2,5.9,10.9,29.0,5.6,18.1,2.6,953.2,945.0,2017,1,27,1,0,3.0,15.0,12.0,1.0
8.4,0.0,3.6,13.1,32.0,4.4,10.3,8.2,960.4,953.2,2017,1,28,0,0,4.0,14.0,9.0,0.0
9.0,0.0,0.7,17.4,22.0,0.8,5.0,7.3,960.5,957.3,2017,1,29,0,0,6.0,15.0,21.0,16.0
10.6,0.0,0.2,20.9,17.0,1.1,5.0,9.7,960.2,952.9,2017,1,30,0,0,6.0,14.0,18.0,24.0
11.2,0.0,0.5,21.9,23.0,1.4,6.7,9.5,952.9,948.2,2017,1,31,0,0,6.0,14.0,16.0,14.0
8.8,0.0,0.1,17.6,28.0,2.8,8.3,9.6,954.7,951.9,2017,2,1,0,1,7.0,15.0,12.0,0.0
9.2,0.9,3.3,15.2,99.0,1.1,5.0,0.2,956.0,951.2,2017,2,2,1,0,4.0,14.0,12.0,14.0
11.0,0.0,5.8,16.2,99.0,2.2,11.4,6.8,957.9,955.1,2017,2,3,0,1,2.0,13.0,13.0,5.0
12.0,4.6,7.6,16.4,27.0,3.1,10.8,1.6,958.3,955.0,2017,2,4,1,1,6.0,13.0,15.0,16.0
11.2,0.1,7.6,14.9,31.0,6.7,17.5,4.6,963.1,953.0,2017,2,5,1,0,21.0,12.0,12.0,6.0
10.0,0.0,2.6,17.3,99.0,1.4,9.2,9.9,964.5,961.1,2017,2,6,0,0,4.0,14.0,16.0,15.0
9.3,0.0,0.9,17.7,34.0,2.2,9.7,5.0,962.2,956.6,2017,2,7,0,0,5.0,14.0,15.0,15.0
8.9,0.0,2.5,15.3,4.0,3.1,10.3,10.0,959.8,957.4,2017,2,8,0,0,23.0,14.0,11.0,17.0
7.8,0.0,-3.1,18.6,16.0,1.4,8.3,8.4,959.0,947.1,2017,2,9,0,1,7.0,14.0,18.0,24.0
3.8,21.7,0.6,7.1,27.0,1.9,10.8,0.0,947.7,945.1,2017,2,10,1,1,4.0,12.0,10.0,15.0
9.6,2.9,4.7,14.5,12.0,2.8,10.8,3.4,945.3,936.9,2017,2,11,1,1,0.0,15.0,14.0,21.0
13.2,6.4,8.3,18.0,15.0,5.3,15.3,3.7,938.1,931.9,2017,2,12,1,1,2.0,13.0,10.0,22.0
10.1,0.4,4.6,15.6,27.0,3.9,12.5,3.4,953.0,933.4,2017,2,13,1,0,23.0,13.0,16.0,1.0
8.8,0.0,0.7,17.0,99.0,0.3,4.2,6.3,959.2,952.9,2017,2,14,0,0,6.0,16.0,15.0,0.0
10.0,0.0,1.1,19.0,16.0,0.8,7.8,9.6,962.2,958.4,2017,2,15,0,0,7.0,14.0,16.0,16.0
10.8,0.0,3.1,18.5,99.0,3.1,8.3,9.0,962.7,959.5,2017,2,16,0,0,6.0,13.0,16.0,15.0
11.0,0.0,4.1,17.8,17.0,1.1,5.8,6.8,961.3,956.9,2017,2,17,0,1,4.0,16.0,13.0,16.0
9.3,3.6,2.8,15.8,99.0,0.3,3.6,2.5,958.4,951.1,2017,2,18,1,0,3.0,16.0,15.5,24.0
12.0,0.0,6.3,17.6,4.0,3.6,11.7,3.5,954.9,950.2,2017,2,19,0,0,22.0,11.0,13.0,4.0
10.6,0.0,5.8,15.4,3.0,4.2,12.8,3.6,954.9,950.4,2017,2,20,0,0,2.0,14.0,14.0,16.0
13.5,0.0,6.1,20.9,4.0,2.2,8.9,8.9,953.6,949.1,2017,2,21,0,1,6.0,15.0,14.0,16.0
14.0,5.5,7.4,20.6,14.0,1.1,20.0,6.6,952.5,946.9,2017,2,22,1,1,7.0,13.0,20.0,16.0
12.2,0.5,7.8,16.6,22.0,1.9,7.8,1.1,947.7,945.1,2017,2,23,1,1,23.0,11.0,11.0,16.0
11.8,0.1,4.9,18.6,99.0,0.8,6.7,5.4,952.1,946.7,2017,2,24,1,0,4.0,14.0,16.0,4.0
12.4,0.0,6.2,18.6,29.0,1.7,9.7,6.2,956.2,951.7,2017,2,25,0,0,3.0,14.0,16.0,1.0
12.0,0.0,4.7,19.3,28.0,1.9,7.8,7.9,956.9,952.8,2017,2,26,0,0,2.0,15.0,17.0,16.0
11.5,0.0,5.4,17.6,28.0,2.8,9.7,7.0,954.1,951.4,2017,2,27,0,0,23.0,13.0,14.0,15.0
9.6,0.0,3.1,16.2,99.0,1.9,10.3,3.8,954.9,951.2,2017,2,28,0,0,2.0,14.0,15.0,15.0
11.0,0.0,1.0,20.9,99.0,1.7,5.8,10.8,954.9,951.8,2017,3,1,0,0,7.0,15.0,16.0,15.0
12.0,0.0,1.8,22.3,28.0,1.1,5.8,10.9,954.8,949.6,2017,3,2,0,1,6.0,14.0,16.0,17.0
11.1,6.0,1.8,20.4,26.0,5.6,26.4,4.6,949.9,940.5,2017,3,3,1,1,4.0,10.0,15.0,15.0
9.4,4.6,5.4,13.4,99.0,5.3,17.5,0.0,950.3,942.2,2017,3,4,1,0,1.0,15.0,15.0,13.0
9.3,0.0,3.6,15.0,29.0,0.8,4.7,0.9,959.9,950.3,2017,3,5,0,0,4.0,14.0,14.0,0.0
14.0,0.0,8.3,19.7,36.0,2.2,7.2,7.8,961.2,958.0,2017,3,6,0,0,5.0,13.0,17.0,15.0
14.1,0.0,3.4,24.8,34.0,1.4,7.2,10.8,962.0,957.1,2017,3,7,0,0,6.0,15.0,17.0,17.0
15.3,0.0,2.8,27.8,17.0,1.4,6.1,11.1,961.0,957.5,2017,3,8,0,0,6.0,16.0,18.0,16.0
15.7,0.0,4.0,27.4,17.0,2.2,8.3,11.1,961.5,957.4,2017,3,9,0,0,6.0,15.0,17.0,16.0
16.6,0.0,3.4,29.7,23.0,0.3,5.0,11.3,959.0,953.5,2017,3,10,0,0,5.0,15.0,18.0,16.0
16.0,0.0,4.0,28.1,33.0,1.7,8.9,10.9,956.1,951.0,2017,3,11,0,0,6.0,14.0,16.0,16.0
15.6,0.0,8.3,23.0,35.0,4.2,13.3,9.8,953.4,949.2,2017,3,12,0,1,5.0,13.0,19.0,17.0
7.8,4.7,4.7,10.8,3.0,2.8,15.3,0.4,952.4,948.3,2017,3,13,1,1,20.0,0.0,0.0,4.0
9.2,6.4,2.7,15.6,7.0,1.1,16.1,0.0,954.6,951.4,2017,3,14,1,0,3.0,16.0,15.0,4.0
13.3,0.0,4.7,21.9,6.0,2.5,15.0,11.2,954.0,950.8,2017,3,15,0,0,23.0,14.0,0.0,15.0
11.8,0.0,2.0,21.6,9.0,1.9,8.9,7.5,953.6,949.5,2017,3,16,0,0,6.0,14.0,18.0,16.0
13.0,0.0,4.5,21.5,3.0,1.7,6.7,9.9,954.1,950.4,2017,3,17,0,0,3.0,14.0,18.0,16.0
13.0,0.0,2.9,23.2,99.0,1.4,7.2,11.1,955.1,951.6,2017,3,18,0,0,6.0,14.0,16.0,16.0
12.6,0.0,1.0,24.1,27.0,0.8,7.8,11.4,955.0,948.2,2017,3,19,0,0,6.0,15.0,16.0,17.0
14.4,0.0,5.5,23.3,27.0,2.8,12.5,9.4,952.5,948.9,2017,3,20,0,0,3.0,13.0,16.0,15.0
10.8,0.0,4.8,16.9,26.0,3.3,11.7,3.1,954.3,951.8,2017,3,21,0,0,5.0,11.0,16.0,16.0
10.4,0.0,5.1,15.7,99.0,3.3,12.8,8.7,953.9,948.4,2017,3,22,0,0,6.0,13.0,14.5,16.0
6.6,0.0,0.6,12.5,26.0,3.3,11.7,8.4,948.8,945.0,2017,3,23,0,1,23.0,13.5,15.0,15.0
6.4,1.9,-1.7,14.5,21.0,1.7,10.3,5.6,949.8,945.9,2017,3,24,1,0,6.0,14.0,14.0,14.0
7.0,0.0,-2.0,16.0,26.0,2.8,9.7,11.5,951.4,948.1,2017,3,25,0,1,6.0,14.0,11.0,15.0
9.7,1.6,-0.9,20.3,23.0,3.3,16.1,11.7,952.3,945.0,2017,3,26,1,0,6.0,14.0,21.0,16.0
11.8,0.0,4.9,18.7,19.0,2.2,15.0,6.3,958.8,951.4,2017,3,27,0,0,6.0,14.0,0.0,0.0
13.3,0.0,3.6,23.0,25.0,1.9,7.8,10.9,961.5,958.3,2017,3,28,0,0,5.0,16.0,14.0,3.0
13.8,0.0,3.3,24.4,18.0,2.2,9.7,11.8,961.3,956.8,2017,3,29,0,0,5.0,14.0,15.0,16.0
14.1,0.0,2.9,25.3,14.0,2.2,10.8,11.0,959.1,954.9,2017,3,30,0,0,6.0,13.0,12.0,15.0
14.8,0.0,4.7,24.8,29.0,3.1,12.8,11.1,957.8,954.0,2017,3,31,0,0,5.0,13.0,13.0,16.0
13.7,0.0,6.3,21.1,34.0,3.1,10.3,12.1,956.7,953.9,2017,4,1,0,0,23.0,14.0,16.0,15.0
13.2,0.0,1.9,24.4,31.0,1.7,7.8,12.3,955.7,950.6,2017,4,2,0,0,5.0,15.0,13.0,16.0
13.9,0.0,2.9,24.9,99.0,2.5,8.9,12.4,957.1,953.1,2017,4,3,0,0,6.0,14.0,16.0,15.0
14.2,0.0,2.6,25.8,99.0,2.2,8.9,12.3,956.7,951.6,2017,4,4,0,0,5.0,15.0,16.0,16.0
14.0,0.0,3.0,25.1,99.0,2.5,11.4,12.5,954.4,948.6,2017,4,5,0,0,5.0,13.0,15.0,16.0
13.5,0.0,3.4,23.6,35.0,2.2,11.7,12.3,952.7,948.8,2017,4,6,0,0,5.0,13.0,14.0,15.0
14.0,0.0,3.6,24.3,20.0,3.6,12.5,12.3,953.8,949.7,2017,4,7,0,0,5.0,14.0,16.0,14.0
13.4,0.0,2.6,24.3,18.0,2.5,10.8,12.3,955.2,951.5,2017,4,8,0,0,5.0,15.0,18.0,16.0
14.5,0.0,3.5,25.5,21.0,3.3,10.3,12.5,956.8,952.8,2017,4,9,0,0,5.0,15.0,18.0,16.0
16.4,0.0,5.7,27.0,99.0,3.1,10.3,12.5,956.9,953.4,2017,4,10,0,0,5.0,15.0,13.0,16.0
16.9,0.0,4.9,28.9,16.0,2.8,11.4,11.7,957.1,952.6,2017,4,11,0,0,5.0,13.0,17.0,16.0
17.6,0.0,5.0,30.2,99.0,3.1,11.4,12.4,955.9,951.2,2017,4,12,0,0,5.0,16.0,15.0,16.0
18.4,0.0,6.3,30.5,99.0,1.9,7.8,11.8,954.8,950.9,2017,4,13,0,0,5.0,15.0,15.0,16.0
18.2,0.0,8.5,28.0,99.0,3.3,9.7,9.7,954.1,950.9,2017,4,14,0,0,6.0,13.0,14.5,16.0
18.7,0.0,8.1,29.3,99.0,2.2,8.3,11.7,954.6,950.9,2017,4,15,0,0,5.0,14.0,14.0,16.0
19.4,0.0,8.4,30.3,99.0,1.9,8.9,11.1,954.6,951.8,2017,4,16,0,0,5.0,13.0,15.0,15.0
19.4,0.0,8.0,30.8,27.0,1.9,9.7,12.2,953.3,948.6,2017,4,17,0,0,6.0,14.0,16.0,17.0
20.0,0.0,7.3,32.7,14.0,3.9,11.7,12.2,951.1,944.6,2017,4,18,0,0,5.0,15.0,16.0,16.0
19.2,0.0,10.6,27.7,17.0,4.7,11.7,9.4,950.8,946.9,2017,4,19,0,0,4.0,14.0,16.0,2.0
17.2,0.0,9.6,24.8,3.0,3.6,13.3,11.8,953.5,948.3,2017,4,20,0,0,5.0,16.0,15.0,16.0
16.2,0.0,7.8,24.6,4.0,2.8,13.3,12.1,956.4,951.9,2017,4,21,0,0,5.0,13.0,16.0,16.0
16.4,0.0,6.5,26.2,17.0,2.8,11.7,11.5,955.8,950.1,2017,4,22,0,0,5.0,15.0,15.0,16.0
20.0,0.0,11.3,28.7,30.0,2.2,10.8,9.6,951.9,947.8,2017,4,23,0,0,5.0,14.0,14.0,17.0
18.6,0.0,8.9,28.3,14.0,2.2,12.5,7.8,950.9,947.1,2017,4,24,0,0,4.0,13.0,14.0,17.0
18.8,0.0,10.8,26.7,99.0,4.2,12.5,11.2,948.4,943.4,2017,4,25,0,1,5.0,12.0,14.0,17.0
16.4,0.4,9.3,23.6,99.0,3.9,11.4,9.2,945.0,942.6,2017,4,26,1,1,5.0,15.0,15.5,17.0
18.2,5.8,12.1,24.2,31.0,2.5,7.8,2.8,945.8,943.0,2017,4,27,1,1,2.0,14.0,13.0,15.0
12.8,12.5,10.7,14.9,14.0,1.4,11.4,0.0,947.6,944.0,2017,4,28,1,1,23.0,12.0,19.0,3.0
14.6,1.2,10.1,19.1,99.0,3.6,8.9,2.6,949.3,946.5,2017,4,29,1,0,3.0,14.0,14.0,4.0
15.4,0.0,10.7,20.1,34.0,4.4,11.4,10.0,952.3,948.7,2017,4,30,0,0,5.0,15.0,10.0,2.0
16.6,0.0,8.6,24.6,27.0,2.5,9.2,13.3,954.1,951.4,2017,5,1,0,0,5.0,15.0,16.0,16.0
17.8,0.0,7.4,28.3,17.0,2.8,9.2,13.2,954.0,949.0,2017,5,2,0,0,5.0,15.0,23.0,18.0
19.4,0.0,8.7,30.2,99.0,4.4,10.8,12.7,950.9,945.7,2017,5,3,0,0,5.0,13.0,16.0,15.0
21.8,0.0,9.6,34.1,99.0,3.3,12.5,10.6,947.8,941.8,2017,5,4,0,0,5.0,15.0,15.5,18.0
19.9,0.0,12.5,27.3,28.0,3.3,13.9,8.2,951.3,942.4,2017,5,5,0,0,23.0,13.0,15.0,3.0
17.7,0.0,7.9,27.5,26.0,1.4,8.9,13.5,953.6,950.6,2017,5,6,0,0,5.0,15.0,17.0,18.0
19.2,0.0,7.8,30.7,14.0,1.9,11.4,13.5,953.7,950.4,2017,5,7,0,0,4.0,13.0,14.0,17.0
20.6,0.0,8.8,32.4,99.0,2.2,10.3,13.2,953.0,948.2,2017,5,8,0,0,4.0,13.0,13.0,24.0
19.8,0.0,9.2,30.4,26.0,6.4,16.4,13.1,948.2,942.0,2017,5,9,0,0,5.0,10.0,13.0,17.0
18.2,0.0,9.8,26.7,27.0,4.4,12.5,5.7,944.7,939.0,2017,5,10,0,1,5.0,12.0,14.0,24.0
17.3,13.0,12.5,22.1,99.0,2.8,12.5,4.0,943.8,938.3,2017,5,11,1,1,5.0,10.0,14.0,2.0
15.6,2.7,9.3,22.0,27.0,4.2,12.5,2.4,950.9,942.7,2017,5,12,1,0,4.0,15.0,15.0,2.0
16.3,0.0,8.2,24.4,28.0,3.6,10.8,11.8,956.4,950.8,2017,5,13,0,0,5.0,14.0,16.0,1.0
18.8,0.0,8.8,28.9,26.0,2.8,8.9,13.5,959.6,956.1,2017,5,14,0,0,4.0,15.0,16.0,1.0
21.1,0.0,9.7,32.5,25.0,1.9,10.3,12.3,960.1,956.5,2017,5,15,0,0,4.0,14.0,15.0,17.0
22.4,0.0,11.9,33.0,17.0,1.4,8.3,9.9,958.9,954.1,2017,5,16,0,0,4.0,14.0,18.0,18.0
21.8,0.0,11.1,32.6,99.0,2.8,9.2,12.5,956.2,949.6,2017,5,17,0,0,5.0,14.0,14.0,17.0
19.0,0.0,10.3,27.7,30.0,4.4,13.3,13.2,952.3,948.5,2017,5,18,0,0,3.0,12.0,12.0,12.0
18.6,0.0,6.6,30.6,99.0,3.6,9.2,13.8,954.3,950.9,2017,5,19,0,0,4.0,15.0,14.5,15.0
20.9,0.0,9.6,32.2,15.0,5.0,12.8,13.7,955.0,951.5,2017,5,20,0,0,5.0,14.0,22.0,18.0
23.2,0.0,15.6,30.7,16.0,2.2,11.7,1.3,953.9,949.1,2017,5,21,0,0,4.0,15.0,23.0,15.0
24.1,0.0,13.8,34.4,16.0,3.1,10.3,13.5,950.9,947.4,2017,5,22,0,0,5.0,14.0,0.0,17.0
23.2,0.0,11.6,34.9,17.0,4.4,15.0,13.1,952.3,948.7,2017,5,23,0,0,5.0,15.0,12.0,17.0
25.6,0.0,15.8,35.5,17.0,2.5,11.4,12.5,952.7,948.0,2017,5,24,0,0,5.0,13.0,16.0,17.0
27.0,0.0,16.9,37.0,14.0,3.1,12.5,12.4,950.6,945.5,2017,5,25,0,0,5.0,14.0,12.0,17.0
24.8,0.0,14.3,35.4,99.0,2.8,9.7,12.9,949.1,945.4,2017,5,26,0,0,5.0,13.0,17.5,15.0
25.8,0.0,14.9,36.6,17.0,1.7,10.8,11.9,950.6,946.2,2017,5,27,0,0,4.0,14.0,16.0,17.0
23.4,0.0,14.4,32.5,99.0,3.3,10.8,9.5,951.9,948.9,2017,5,28,0,0,4.5,13.0,17.0,14.0
22.8,0.0,16.0,29.7,99.0,4.7,10.8,9.3,951.5,948.6,2017,5,29,0,0,5.0,15.0,15.0,16.0
22.4,0.0,12.9,32.0,20.0,3.1,11.4,10.4,951.5,947.6,2017,5,30,0,0,5.0,14.0,15.0,15.0
23.6,0.0,14.1,33.1,15.0,3.1,10.3,13.5,952.8,948.9,2017,5,31,0,0,5.0,15.0,16.0,16.0
26.0,0.0,16.6,35.4,16.0,2.8,9.7,12.1,953.0,949.2,2017,6,1,0,0,4.0,15.0,16.0,17.0
26.5,0.0,16.8,36.2,11.0,3.3,12.5,11.1,952.3,948.1,2017,6,2,0,0,5.0,12.0,15.0,17.0
25.0,0.0,16.1,34.0,27.0,3.3,11.4,13.2,951.2,948.1,2017,6,3,0,0,5.0,14.0,14.0,17.0
23.2,0.0,14.6,31.9,27.0,5.0,15.0,13.9,950.9,947.6,2017,6,4,0,0,5.0,14.0,17.0,15.0
22.3,0.0,13.1,31.5,29.0,2.5,12.8,14.1,952.0,948.6,2017,6,5,0,0,5.0,14.0,15.0,17.0
22.8,0.0,12.0,33.6,27.0,2.2,9.7,14.2,951.6,948.5,2017,6,6,0,0,5.0,15.0,15.0,17.0
24.0,0.0,12.3,35.8,16.0,4.7,12.8,14.1,952.9,949.4,2017,6,7,0,0,5.0,13.0,13.0,18.0
26.3,0.0,16.4,36.2,12.0,3.6,10.3,10.9,951.0,947.4,2017,6,8,0,0,5.0,14.0,11.0,18.0
25.6,0.0,15.8,35.3,27.0,2.2,7.8,10.2,951.5,949.2,2017,6,9,0,0,5.0,14.0,13.0,16.0
26.1,0.0,15.3,36.9,16.0,2.8,11.7,13.5,952.2,949.0,2017,6,10,0,0,4.0,13.0,15.0,17.0
28.1,0.0,16.9,39.3,25.0,2.8,10.3,14.0,951.9,948.2,2017,6,11,0,0,4.0,14.0,16.0,15.0
27.4,0.0,15.6,39.3,16.0,2.8,11.7,14.1,951.3,945.9,2017,6,12,0,0,4.0,15.0,17.0,17.0
28.8,0.0,17.0,40.6,17.0,1.9,11.4,13.9,948.4,945.0,2017,6,13,0,0,4.0,16.0,17.0,17.0
29.8,0.0,18.6,40.9,20.0,2.8,10.3,13.4,950.6,946.8,2017,6,14,0,0,5.0,14.0,19.0,16.0
31.2,0.0,21.1,41.3,99.0,0.8,8.3,8.1,953.8,948.7,2017,6,15,0,1,4.0,13.0,14.0,14.0
30.0,0.7,19.1,41.0,17.0,2.5,15.0,9.7,954.4,950.7,2017,6,16,1,0,5.0,15.0,15.0,15.0
29.8,0.0,18.0,41.5,88.0,2.8,8.1,10.5,954.4,948.4,2017,6,17,0,0,5.0,15.0,16.0,18.0
29.3,0.0,19.1,39.5,99.0,3.9,11.7,8.8,951.6,948.4,2017,6,18,0,0,5.0,12.0,14.0,13.0
29.4,0.0,19.9,38.9,3.0,3.3,18.9,13.2,953.4,949.5,2017,6,19,0,0,5.0,13.0,16.0,15.0
29.0,0.0,19.2,38.9,14.0,2.8,10.3,13.3,953.3,949.4,2017,6,20,0,0,4.0,15.0,15.0,17.0
29.1,0.0,18.7,39.5,16.0,2.8,10.8,13.7,953.2,949.1,2017,6,21,0,0,4.0,14.0,15.0,15.0
28.5,0.0,18.3,38.7,25.0,2.5,9.7,14.0,956.0,951.8,2017,6,22,0,0,5.0,13.0,14.0,16.0
28.9,0.0,18.2,39.6,27.0,3.6,9.7,13.8,957.3,953.6,2017,6,23,0,0,5.0,15.0,17.0,16.0
29.1,0.0,17.4,40.8,99.0,3.6,11.7,13.2,956.8,950.2,2017,6,24,0,0,4.0,14.0,15.0,18.0
27.4,0.0,18.8,36.1,99.0,2.8,11.4,4.5,951.8,945.6,2017,6,25,0,0,4.0,13.0,16.0,18.0
27.4,0.0,18.6,36.3,99.0,3.9,10.8,12.5,948.9,946.1,2017,6,26,0,0,5.0,14.0,16.0,17.0
24.6,0.0,16.9,32.4,99.0,5.8,13.9,12.3,949.8,946.2,2017,6,27,0,0,5.0,12.0,16.5,4.0
22.8,0.0,17.7,28.0,32.0,6.1,13.3,13.4,950.3,947.6,2017,6,28,0,0,5.0,14.0,12.0,18.0
21.6,0.0,15.7,27.6,28.0,5.8,12.5,11.0,950.0,947.3,2017,6,29,0,0,5.0,15.0,13.0,18.0
20.3,0.0,14.0,26.6,30.0,4.4,11.7,14.3,953.3,949.8,2017,6,30,0,0,4.0,15.0,16.0,1.0
21.0,0.0,10.0,32.0,99.0,3.1,10.3,14.2,956.6,951.7,2017,7,1,0,0,5.0,15.0,14.5,16.0
23.0,0.0,11.2,34.8,16.0,2.8,9.7,14.2,956.8,952.1,2017,7,2,0,0,4.0,16.0,18.0,16.0
25.5,0.0,13.8,37.2,17.0,2.8,11.4,14.1,955.5,950.7,2017,7,3,0,0,4.0,14.0,18.0,18.0
26.8,0.0,15.9,37.8,16.0,5.3,12.8,13.9,953.0,948.1,2017,7,4,0,0,4.0,14.0,14.0,18.0
27.6,0.0,16.5,38.6,26.0,2.2,12.5,8.5,951.6,947.2,2017,7,5,0,0,4.0,14.0,17.0,15.0
26.4,0.0,21.3,31.6,29.0,5.3,13.9,0.8,952.0,947.7,2017,7,6,0,0,4.0,11.0,13.0,4.0
25.6,0.0,19.4,31.7,99.0,4.4,11.7,10.4,952.1,948.4,2017,7,7,0,0,23.0,13.0,16.0,16.0
22.6,0.0,14.0,31.3,99.0,3.6,10.8,13.9,952.3,949.8,2017,7,8,0,0,5.0,14.0,17.0,17.0
25.9,0.0,16.3,35.5,99.0,2.8,9.7,13.9,952.0,947.8,2017,7,9,0,0,5.0,15.0,15.0,17.0
27.8,0.0,17.3,38.3,27.0,3.1,9.7,13.9,949.4,945.2,2017,7,10,0,0,4.0,15.0,15.0,17.0
29.2,0.0,17.9,40.4,27.0,2.5,8.9,13.1,952.0,948.5,2017,7,11,0,0,4.0,15.0,15.0,15.0
31.8,0.0,18.0,45.7,14.0,2.5,12.5,12.4,953.5,951.0,2017,7,12,0,0,5.0,14.0,16.0,17.0
32.2,0.0,19.1,45.3,22.0,2.8,10.8,12.2,954.1,951.0,2017,7,13,0,0,5.0,12.0,13.0,18.0
31.0,0.0,17.0,45.1,27.0,2.5,10.3,13.3,952.7,948.8,2017,7,14,0,0,5.0,13.0,13.0,17.0
30.8,0.0,19.8,41.7,27.0,2.8,10.8,12.9,952.6,949.8,2017,7,15,0,0,5.0,13.0,15.0,17.0
31.0,0.0,21.3,40.7,18.0,3.1,8.9,13.1,954.0,950.2,2017,7,16,0,0,3.0,15.0,5.0,17.0
30.4,0.0,21.0,39.9,16.0,3.6,12.8,9.2,952.5,949.0,2017,7,17,0,0,5.0,14.0,22.0,16.0
29.8,0.0,19.7,39.8,16.0,3.6,12.5,8.9,951.4,946.4,2017,7,18,0,0,5.0,12.0,0.0,17.0
28.2,0.0,20.4,35.9,99.0,4.4,10.3,13.4,950.3,947.6,2017,7,19,0,0,5.0,13.0,14.0,17.0
26.7,0.0,18.5,34.9,26.0,3.6,10.3,13.9,949.8,945.4,2017,7,20,0,0,5.0,14.0,17.0,18.0
24.6,0.0,16.0,33.3,27.0,3.9,11.7,13.7,949.1,946.2,2017,7,21,0,0,4.0,14.0,15.0,16.0
24.4,0.0,12.5,36.3,31.0,1.4,8.9,13.8,951.9,947.8,2017,7,22,0,0,5.0,15.0,14.0,16.0
28.0,0.0,17.9,38.0,99.0,3.9,9.7,12.5,953.9,950.6,2017,7,23,0,0,4.0,14.0,16.5,17.0
27.0,0.0,15.1,38.9,31.0,2.2,13.3,13.7,954.0,949.8,2017,7,24,0,0,5.0,14.0,16.0,17.0
27.4,0.0,16.6,38.2,24.0,3.3,11.4,13.5,951.1,946.3,2017,7,25,0,0,5.0,14.0,13.0,17.0
27.7,0.0,18.2,37.2,27.0,3.1,10.3,12.1,950.7,947.9,2017,7,26,0,0,5.0,14.0,14.0,16.0
27.6,0.0,15.9,39.4,99.0,2.2,7.2,13.1,952.1,948.0,2017,7,27,0,0,5.0,16.0,14.0,17.0
30.0,0.0,17.9,42.1,29.0,3.1,9.7,13.4,952.2,948.7,2017,7,28,0,0,5.0,15.0,13.0,17.0
29.1,0.0,16.7,41.5,99.0,3.1,8.9,13.4,952.9,949.2,2017,7,29,0,0,5.0,15.0,14.0,17.0
29.0,0.0,16.4,41.6,27.0,2.8,9.7,13.2,951.3,945.4,2017,7,30,0,0,5.0,13.0,15.0,18.0
29.0,0.0,18.3,39.8,29.0,3.9,12.8,13.1,947.3,943.6,2017,7,31,0,0,5.0,14.0,14.0,17.0
25.0,0.0,18.9,31.0,24.0,1.9,7.2,0.9,952.7,947.2,2017,8,1,0,0,5.0,15.0,21.0,1.0
27.2,0.0,16.1,38.4,30.0,1.7,7.8,12.9,953.1,949.8,2017,8,2,0,0,5.0,15.0,13.0,16.0
28.1,0.0,15.1,41.1,31.0,1.9,9.2,13.5,953.9,949.7,2017,8,3,0,0,5.0,14.0,15.0,17.0
29.4,0.0,15.8,43.0,99.0,1.9,6.1,13.5,952.5,948.1,2017,8,4,0,0,5.0,15.0,15.5,17.0
30.9,0.0,19.2,42.6,23.0,3.1,10.8,13.2,951.5,948.0,2017,8,5,0,0,5.0,13.0,15.0,16.0
30.2,0.0,18.6,41.8,25.0,1.9,10.3,12.7,951.6,948.7,2017,8,6,0,0,5.0,15.0,14.0,16.0
32.2,0.0,21.7,42.6,28.0,2.2,11.7,10.3,952.0,947.8,2017,8,7,0,0,0.0,14.0,15.0,17.0
27.2,0.0,18.3,36.1,27.0,5.3,13.9,13.1,949.6,948.3,2017,8,8,0,0,23.0,14.0,12.0,18.0
23.7,0.0,12.6,34.8,27.0,3.6,10.8,13.2,951.1,948.0,2017,8,9,0,0,5.0,14.0,13.0,18.0
24.2,0.0,13.2,35.3,99.0,2.8,9.2,13.1,955.4,950.8,2017,8,10,0,0,5.0,15.0,18.5,2.0
26.8,0.0,17.1,36.5,27.0,1.7,10.3,13.0,955.3,950.3,2017,8,11,0,0,5.0,15.0,18.0,17.0
26.8,0.0,17.8,35.9,17.0,2.5,12.8,13.1,954.8,951.2,2017,8,12,0,0,5.0,13.0,14.0,16.0
27.0,0.0,17.1,36.9,16.0,2.5,10.8,12.7,952.8,947.9,2017,8,13,0,0,5.0,13.0,18.0,16.0
28.6,0.0,18.9,38.2,14.0,4.4,12.8,12.1,952.1,948.0,2017,8,14,0,0,6.0,14.0,14.0,15.0
29.0,0.0,19.5,38.5,99.0,2.8,9.2,11.9,953.8,950.2,2017,8,15,0,0,5.0,14.0,17.0,16.0
29.4,0.0,19.4,39.5,99.0,2.8,9.7,12.4,954.6,951.3,2017,8,16,0,0,5.0,14.0,15.0,17.0
28.1,0.0,16.8,39.4,16.0,1.4,10.8,12.5,954.0,950.5,2017,8,17,0,0,5.0,14.0,16.0,17.0
