tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,year,month,day,rain_today,rain_tomorrow,horatmin_,horatmax_,horaracha_,horapresmin_
7.7,0.9,3.1,12.3,34.0,0.3,8.9,1.2,956.6,953.5,2013,1,1,1,0,1.0,14.0,20.0,14.0
6.7,0.0,-0.1,13.5,99.0,2.5,10.3,7.6,959.8,956.3,2013,1,2,0,0,7.0,14.0,17.0,1.0
6.8,0.0,-1.8,15.4,99.0,0.8,6.1,8.9,969.8,959.8,2013,1,3,0,0,7.0,14.0,16.0,0.0
6.1,0.0,-2.5,14.7,99.0,0.8,4.7,8.9,970.7,967.2,2013,1,4,0,0,7.0,14.0,17.0,15.0
6.4,0.0,-2.6,15.3,17.0,0.6,4.7,8.9,968.6,964.2,2013,1,5,0,0,7.0,15.0,18.0,16.0
5.9,0.0,-3.3,15.1,21.0,0.8,3.6,8.8,965.1,961.0,2013,1,6,0,0,7.0,16.0,18.0,17.0
5.4,0.0,-3.7,14.5,22.0,0.8,5.0,8.7,962.6,959.6,2013,1,7,0,0,7.0,16.0,17.0,14.0
5.2,0.0,-3.3,13.7,25.0,1.4,6.1,8.6,963.9,960.5,2013,1,8,0,0,6.0,15.0,18.0,15.0
4.7,0.0,-3.5,12.9,30.0,1.1,6.1,6.2,962.8,960.1,2013,1,9,0,0,5.0,15.0,16.0,14.0
9.0,0.0,1.0,17.0,99.0,0.8,7.2,6.2,961.5,956.7,2013,1,10,0,0,2.0,14.0,16.0,15.0
8.4,0.0,0.8,16.1,27.0,0.8,6.7,8.1,958.1,955.0,2013,1,11,0,1,7.0,14.0,16.0,16.0
6.6,3.0,-0.7,14.0,27.0,0.8,7.8,3.9,957.6,953.4,2013,1,12,1,1,5.0,14.0,18.0,24.0
7.4,4.3,3.8,10.9,35.0,3.6,12.8,4.8,953.4,949.7,2013,1,13,1,0,22.0,14.0,15.0,6.0
6.4,0.0,1.2,11.7,99.0,3.1,8.3,9.1,957.2,952.6,2013,1,14,0,0,23.0,14.0,15.5,0.0
4.5,0.0,-2.2,11.2,35.0,3.1,10.8,7.1,957.7,954.6,2013,1,15,0,1,7.0,14.0,17.0,15.0
5.8,8.1,2.1,9.4,27.0,1.4,9.7,0.0,957.4,950.7,2013,1,16,1,1,3.0,23.0,23.0,24.0
10.4,2.6,6.8,14.0,99.0,2.2,10.8,3.9,953.9,950.5,2013,1,17,1,1,18.0,14.0,15.0,1.0
10.9,3.8,8.3,13.5,99.0,3.6,10.3,0.0,952.1,941.1,2013,1,18,1,1,0.0,11.0,14.0,24.0
9.8,18.6,6.2,13.3,99.0,10.6,23.3,0.6,941.1,926.2,2013,1,19,1,1,15.0,5.0,14.5,8.0
7.8,10.8,5.4,10.1,30.0,3.6,15.3,1.2,945.5,933.5,2013,1,20,1,0,7.0,14.0,0.0,0.0
6.6,0.0,2.1,11.1,35.0,1.7,10.8,3.6,950.6,941.3,2013,1,21,0,1,23.0,14.0,14.0,1.0
4.6,15.6,0.1,9.0,27.0,0.8,15.3,0.5,950.6,945.5,2013,1,22,1,1,7.0,12.0,15.0,14.0
5.8,3.9,2.7,9.0,99.0,4.4,14.4,4.1,955.8,947.2,2013,1,23,1,1,7.0,12.0,15.5,1.0
9.0,2.0,6.3,11.6,27.0,5.6,15.0,2.6,954.1,950.0,2013,1,24,1,1,0.0,15.0,5.0,5.0
6.7,1.9,4.0,9.4,99.0,0.0,5.0,0.0,953.1,950.7,2013,1,25,1,0,5.0,13.0,14.5,1.0
10.8,0.0,5.1,16.5,99.0,3.1,10.8,8.0,957.1,952.0,2013,1,26,0,1,23.0,14.0,16.0,2.0
7.1,1.0,2.2,12.0,33.0,0.6,9.2,0.0,957.7,955.2,2013,1,27,1,0,4.0,15.0,23.0,15.0
7.4,0.0,0.6,14.2,30.0,0.8,11.7,4.7,962.8,956.7,2013,1,28,0,0,23.0,16.0,0.0,0.0
8.6,0.0,-1.9,19.2,99.0,0.8,3.1,9.4,963.5,960.7,2013,1,29,0,0,6.0,16.0,16.0,17.0
9.0,0.0,-1.6,19.5,99.0,0.8,3.1,9.7,965.2,962.8,2013,1,30,0,0,7.0,14.0,17.0,1.0
10.1,0.0,-1.0,21.2,99.0,0.3,3.6,9.7,966.3,962.3,2013,1,31,0,0,6.0,15.0,15.0,16.0
9.2,0.0,-0.9,19.3,28.0,1.4,7.2,9.7,963.9,955.1,2013,2,1,0,0,7.0,15.0,16.0,24.0
7.0,0.0,1.1,12.9,35.0,4.2,15.3,7.8,957.4,950.9,2013,2,2,0,0,23.0,14.0,12.0,6.0
5.4,0.0,-0.3,11.0,99.0,4.2,11.4,8.6,962.2,957.1,2013,2,3,0,0,7.0,14.0,15.0,0.0
6.5,0.0,-2.6,15.6,99.0,0.3,3.6,9.8,963.7,960.2,2013,2,4,0,0,6.0,16.0,11.0,16.0
8.2,0.0,-1.6,17.9,99.0,1.1,7.2,9.5,961.5,956.1,2013,2,5,0,0,6.0,15.0,12.0,16.0
6.8,0.0,1.4,12.2,35.0,5.0,15.3,8.2,957.3,952.7,2013,2,6,0,0,5.0,14.0,13.0,14.0
5.2,0.0,-1.0,11.4,5.0,4.4,12.8,9.9,959.3,954.6,2013,2,7,0,0,6.0,15.0,12.0,1.0
5.0,0.0,-3.5,13.4,35.0,2.5,11.7,9.6,956.6,949.4,2013,2,8,0,0,7.0,13.0,15.0,15.0
5.2,0.0,-0.6,10.9,5.0,3.1,12.8,9.8,958.7,952.9,2013,2,9,0,1,23.0,14.0,11.0,0.0
5.4,1.9,-3.8,14.6,29.0,0.8,8.3,8.8,958.6,949.7,2013,2,10,1,1,5.0,15.0,15.0,24.0
6.2,0.1,3.1,9.3,31.0,6.1,16.1,2.7,950.8,946.6,2013,2,11,1,0,22.0,12.0,10.0,5.0
4.9,0.0,-0.7,10.5,35.0,3.3,10.8,6.4,955.9,950.2,2013,2,12,0,0,23.0,15.0,12.0,3.0
7.4,0.0,-2.4,17.1,99.0,1.9,7.2,10.0,957.9,954.6,2013,2,13,0,0,7.0,15.0,14.0,16.0
9.8,0.0,-0.2,19.8,99.0,0.8,5.8,9.3,957.9,953.3,2013,2,14,0,0,7.0,16.0,15.0,17.0
10.0,0.0,0.0,20.1,99.0,1.1,5.8,10.1,955.9,952.1,2013,2,15,0,0,7.0,16.0,16.5,16.0
9.3,0.0,0.1,18.5,27.0,2.5,7.2,9.3,954.2,950.2,2013,2,16,0,0,6.0,15.0,17.0,16.0
7.8,0.0,2.4,13.1,99.0,0.6,8.9,0.6,951.0,948.4,2013,2,17,0,0,3.0,13.0,14.0,16.0
10.1,0.0,4.0,16.2,13.0,1.4,6.7,1.9,948.7,942.9,2013,2,18,0,1,3.0,13.0,16.0,17.0
11.0,5.9,9.2,12.9,99.0,1.9,6.7,0.0,944.4,942.0,2013,2,19,1,1,23.0,12.0,15.0,15.0
9.0,0.2,6.9,11.2,28.0,4.2,9.7,0.0,951.0,944.4,2013,2,20,1,1,5.0,16.0,1.0,0.0
7.5,10.2,3.6,11.4,99.0,1.1,6.7,0.7,951.2,946.1,2013,2,21,1,1,5.0,11.0,0.0,22.0
11.2,16.6,7.6,14.9,99.0,5.0,13.9,0.8,946.4,939.8,2013,2,22,1,1,20.0,15.0,16.5,18.0
5.8,1.1,1.0,10.6,31.0,2.8,12.8,1.0,950.8,937.6,2013,2,23,1,0,23.0,14.0,14.0,6.0
4.6,0.0,-1.9,11.1,34.0,2.5,11.4,10.0,953.3,950.6,2013,2,24,0,0,7.0,13.0,16.0,15.0
5.2,0.0,-0.7,11.1,99.0,3.1,9.2,10.6,954.0,951.2,2013,2,25,0,0,5.0,15.0,15.0,18.0
4.7,0.0,-3.7,13.1,99.0,1.4,6.7,10.6,953.9,949.7,2013,2,26,0,1,6.0,15.0,19.0,17.0
4.9,5.5,-2.8,12.6,21.0,1.9,8.9,7.6,951.1,944.3,2013,2,27,1,1,6.0,13.0,17.0,16.0
4.6,7.8,0.7,8.4,27.0,3.9,11.7,3.7,944.6,940.3,2013,2,28,1,0,6.0,13.0,6.0,5.0
6.6,0.0,1.8,11.3,99.0,1.4,8.3,2.3,951.5,944.5,2013,3,1,0,0,23.0,14.0,16.0,0.0
6.4,0.0,-1.7,14.4,99.0,2.2,7.8,2.3,950.7,946.5,2013,3,2,0,0,5.0,14.0,16.0,18.0
10.8,0.0,5.3,16.4,99.0,1.7,8.3,3.3,948.3,941.2,2013,3,3,0,0,6.0,14.0,15.0,24.0
11.0,0.0,6.7,15.2,99.0,4.2,15.3,0.3,941.2,929.2,2013,3,4,0,1,0.0,10.0,15.0,15.0
11.6,18.6,8.6,14.5,99.0,0.6,5.8,0.2,932.8,929.9,2013,3,5,1,1,4.0,15.0,14.0,15.0
12.8,6.8,9.6,15.9,99.0,4.7,15.0,1.8,943.9,931.7,2013,3,6,1,1,3.0,12.0,16.0,2.0
13.2,28.0,8.8,17.5,28.0,5.3,16.1,0.2,946.1,941.1,2013,3,7,1,1,22.0,14.0,19.0,14.0
14.2,2.8,9.1,19.4,99.0,3.9,11.7,9.4,947.5,944.2,2013,3,8,1,1,6.0,12.0,15.5,16.0
12.1,6.0,7.9,16.3,27.0,3.9,13.9,2.2,946.8,943.0,2013,3,9,1,1,23.0,14.0,19.0,17.0
10.4,7.8,6.9,13.8,27.0,1.7,15.3,1.0,947.3,943.9,2013,3,10,1,1,3.0,15.0,16.0,15.0
9.5,11.9,5.6,13.4,29.0,3.3,13.3,2.4,948.3,945.6,2013,3,11,1,1,4.0,11.0,15.0,17.0
10.4,6.3,7.5,13.4,25.0,1.1,13.9,0.0,946.5,935.8,2013,3,12,1,1,6.0,16.0,17.0,17.0
6.6,0.1,3.4,9.8,99.0,6.4,16.1,7.2,948.6,938.0,2013,3,13,1,0,22.0,13.0,15.0,4.0
5.4,0.0,-2.3,13.2,99.0,2.5,9.2,11.3,952.9,948.6,2013,3,14,0,0,6.0,14.0,15.0,0.0
7.6,0.0,-1.8,16.9,17.0,1.9,8.3,10.0,952.9,948.9,2013,3,15,0,1,5.0,15.0,18.0,24.0
11.0,1.4,5.4,16.5,22.0,2.2,13.3,0.1,949.1,943.1,2013,3,16,1,1,6.0,13.0,14.0,24.0
12.6,8.4,7.6,17.7,21.0,6.1,14.4,0.5,943.1,936.1,2013,3,17,1,0,0.0,13.0,6.0,17.0
10.4,0.0,3.2,17.7,26.0,3.3,9.7,10.7,944.2,938.9,2013,3,18,0,1,23.0,13.0,16.0,0.0
6.8,32.6,1.9,11.8,99.0,0.8,6.1,0.9,942.9,937.5,2013,3,19,1,0,3.0,13.0,16.0,15.0
9.2,0.0,3.8,14.5,29.0,4.2,12.5,4.8,954.2,939.1,2013,3,20,0,0,23.0,14.0,5.0,0.0
11.2,0.0,0.6,21.9,14.0,1.7,9.7,10.7,954.0,946.3,2013,3,21,0,1,6.0,16.0,12.0,24.0
10.3,0.2,3.2,17.4,28.0,3.1,15.3,4.6,946.3,943.7,2013,3,22,1,1,6.0,11.0,12.0,16.0
9.8,6.6,4.1,15.6,99.0,3.3,11.4,2.7,944.0,937.0,2013,3,23,1,1,6.0,12.0,14.0,19.0
10.0,3.3,6.0,13.9,29.0,2.8,14.4,2.7,948.1,938.7,2013,3,24,1,1,5.0,14.0,14.0,0.0
9.4,0.6,5.4,13.3,99.0,1.1,6.7,2.8,951.1,948.1,2013,3,25,1,1,6.0,15.0,16.0,0.0
13.2,1.1,10.0,16.5,29.0,0.3,6.7,0.6,948.9,942.7,2013,3,26,1,1,4.0,15.0,15.0,24.0
14.0,1.5,9.5,18.5,27.0,3.1,11.7,5.3,943.3,940.3,2013,3,27,1,0,3.0,14.0,15.0,15.0
14.0,0.0,9.3,18.7,29.0,3.9,10.8,3.0,952.4,942.3,2013,3,28,0,1,0.0,15.0,17.0,3.0
13.0,7.3,10.0,16.1,30.0,1.7,9.7,0.8,953.1,950.1,2013,3,29,1,0,0.0,12.0,12.0,23.0
15.6,0.0,12.2,19.1,99.0,2.8,11.4,6.3,951.3,948.6,2013,3,30,0,1,5.0,13.0,15.0,3.0
13.4,21.4,10.3,16.6,27.0,1.4,8.9,0.1,950.1,939.6,2013,3,31,1,1,4.0,16.0,14.0,24.0
12.6,9.5,8.3,16.9,27.0,6.9,16.1,8.7,947.3,939.2,2013,4,1,1,0,23.0,14.0,15.0,1.0
12.1,0.0,7.0,17.2,99.0,3.1,9.2,7.4,949.0,944.0,2013,4,2,0,1,23.0,15.0,13.5,24.0
10.1,2.6,3.3,16.9,26.0,2.2,11.7,3.0,944.1,937.6,2013,4,3,1,1,6.0,10.0,16.0,16.0
11.0,0.8,6.7,15.2,30.0,3.6,9.7,3.5,940.4,936.7,2013,4,4,1,1,1.0,16.0,16.0,5.0
11.2,5.5,8.2,14.3,34.0,2.2,11.4,0.7,954.2,938.2,2013,4,5,1,0,21.0,12.0,20.0,4.0
9.0,0.0,4.0,13.9,31.0,2.2,5.6,9.0,954.6,949.8,2013,4,6,0,0,6.0,14.0,13.5,5.0
10.2,0.0,1.1,19.2,27.0,1.7,8.3,9.1,954.2,949.1,2013,4,7,0,0,5.0,15.0,16.0,16.0
11.4,0.0,2.4,20.5,27.0,3.1,10.8,11.0,950.6,947.7,2013,4,8,0,0,5.0,14.0,19.5,15.0
14.2,0.0,8.5,19.9,99.0,3.3,11.7,3.0,953.7,949.3,2013,4,9,0,0,5.0,13.0,11.5,2.0
14.8,0.0,7.2,22.5,27.0,2.8,9.7,10.6,955.0,952.0,2013,4,10,0,0,5.0,14.0,13.0,15.0
14.6,0.0,7.6,21.6,27.0,4.2,11.7,7.8,953.8,950.4,2013,4,11,0,0,6.0,13.0,13.0,14.0
14.7,0.0,6.5,22.9,27.0,1.7,6.7,8.7,953.5,949.9,2013,4,12,0,0,5.0,15.0,18.0,16.0
16.8,0.0,5.6,27.9,16.0,2.2,9.2,11.8,954.5,951.1,2013,4,13,0,0,5.0,16.0,18.0,16.0
18.8,0.0,9.7,27.8,15.0,4.4,11.4,11.7,956.5,951.4,2013,4,14,0,0,5.0,15.0,14.0,15.0
18.9,0.0,9.3,28.5,30.0,3.3,7.8,10.8,956.7,953.4,2013,4,15,0,0,5.0,14.0,14.0,16.0
20.8,0.0,10.4,31.2,99.0,1.1,7.2,11.6,955.9,952.3,2013,4,16,0,0,5.0,15.0,15.0,15.0
19.9,0.0,8.7,31.1,17.0,2.8,8.9,12.0,956.0,952.9,2013,4,17,0,0,5.0,13.0,13.0,16.0
19.8,0.0,8.9,30.8,28.0,1.7,8.9,12.0,956.0,951.6,2013,4,18,0,0,5.0,15.0,15.0,15.0
19.2,0.0,9.6,28.7,99.0,2.2,8.9,11.1,953.7,949.7,2013,4,19,0,0,5.0,14.0,16.0,16.0
17.0,0.0,11.0,23.1,99.0,2.5,7.2,5.0,954.8,951.0,2013,4,20,0,0,23.0,15.0,15.5,17.0
17.0,0.0,9.2,24.8,99.0,1.7,9.2,8.0,953.5,948.7,2013,4,21,0,0,5.0,14.0,14.0,16.0
16.6,0.0,9.8,23.5,16.0,2.8,11.4,5.0,950.4,946.5,2013,4,22,0,0,4.0,13.0,14.0,17.0
14.8,0.0,8.4,21.3,16.0,2.2,9.2,7.6,954.6,949.8,2013,4,23,0,0,23.0,12.0,16.0,2.0
13.4,0.0,4.9,21.9,99.0,1.9,11.4,9.8,954.4,951.2,2013,4,24,0,1,5.0,13.0,15.0,16.0
13.8,0.2,6.7,21.0,4.0,2.5,11.4,1.1,952.7,947.6,2013,4,25,1,0,4.0,12.0,13.0,13.0
17.2,0.0,10.1,24.2,29.0,2.2,9.7,6.0,949.8,945.7,2013,4,26,0,0,5.0,14.0,16.0,24.0
16.8,0.0,11.7,22.0,99.0,3.1,11.7,6.3,945.7,939.4,2013,4,27,0,1,22.0,14.0,14.0,18.0
8.6,10.6,4.8,12.4,99.0,3.3,9.7,0.2,941.8,936.9,2013,4,28,1,1,23.0,0.0,15.5,8.0
8.8,11.4,4.9,12.6,22.0,2.5,10.3,1.5,944.5,940.5,2013,4,29,1,1,0.0,12.0,13.0,4.0
8.8,3.4,3.8,13.9,99.0,3.1,7.2,2.3,950.0,942.9,2013,4,30,1,0,23.0,17.0,14.0,3.0
10.6,0.0,0.8,20.4,31.0,1.9,6.7,12.4,950.8,947.9,2013,5,1,0,0,5.0,16.0,15.0,17.0
13.4,0.0,4.4,22.4,99.0,1.1,7.2,6.8,951.1,948.9,2013,5,2,0,1,5.0,14.0,17.0,16.0
16.6,1.7,9.7,23.5,15.0,1.7,9.7,5.2,952.6,949.0,2013,5,3,1,0,4.0,13.0,16.0,15.0
15.8,0.0,8.3,23.4,13.0,1.7,10.3,8.5,955.0,951.0,2013,5,4,0,0,5.0,13.0,17.0,16.0
16.6,0.0,7.1,26.0,34.0,1.7,7.2,10.1,955.9,952.5,2013,5,5,0,0,5.0,15.0,16.0,17.0
17.6,0.0,8.3,27.0,99.0,1.9,7.2,10.5,956.3,953.1,2013,5,6,0,0,5.0,16.0,15.0,17.0
21.0,0.0,11.9,30.2,29.0,1.7,6.1,6.0,955.4,951.3,2013,5,7,0,0,3.0,15.0,15.0,17.0
21.2,0.0,11.7,30.8,99.0,1.7,8.9,8.1,953.0,949.8,2013,5,8,0,0,5.0,13.0,13.0,17.0
20.6,0.0,10.8,30.5,27.0,2.5,8.9,10.7,952.7,950.6,2013,5,9,0,0,5.0,13.0,15.0,15.0
20.0,0.0,12.2,27.7,30.0,1.7,8.9,4.0,953.3,951.1,2013,5,10,0,0,5.0,12.0,14.0,18.0
19.7,0.0,10.6,28.8,27.0,2.2,9.2,9.5,953.2,950.6,2013,5,11,0,0,5.0,15.0,14.0,17.0
19.8,0.0,11.6,28.1,18.0,3.3,10.3,11.8,954.2,950.9,2013,5,12,0,1,5.0,15.0,14.5,15.0
21.3,0.5,14.6,28.0,15.0,3.9,9.7,5.8,954.1,948.9,2013,5,13,1,1,4.0,13.0,12.0,18.0
19.7,0.3,12.7,26.7,28.0,3.3,17.5,7.7,951.3,942.0,2013,5,14,1,1,23.0,15.0,10.0,18.0
14.6,1.8,10.1,19.1,29.0,3.6,13.3,4.2,942.4,937.6,2013,5,15,1,1,23.0,10.0,11.0,18.0
12.2,2.7,5.8,18.7,28.0,5.3,15.3,8.1,941.5,938.2,2013,5,16,1,1,4.0,13.0,17.0,4.0
13.2,8.0,8.8,17.6,23.0,5.3,14.4,1.0,942.7,937.8,2013,5,17,1,1,23.0,13.0,14.0,15.0
11.8,2.7,7.3,16.4,28.0,4.7,18.9,4.4,953.0,942.3,2013,5,18,1,0,5.0,15.0,16.0,2.0
12.1,0.0,6.7,17.5,26.0,3.6,12.8,9.1,954.0,951.3,2013,5,19,0,1,4.0,15.0,14.0,18.0
12.3,4.9,6.3,18.3,99.0,1.4,8.3,5.1,952.7,948.7,2013,5,20,1,1,5.0,13.0,16.0,16.0
12.5,0.1,7.7,17.3,12.0,2.2,8.3,0.0,953.4,948.7,2013,5,21,1,0,23.0,17.0,18.0,3.0
14.3,0.0,5.3,23.3,31.0,2.5,8.9,10.3,953.4,950.2,2013,5,22,0,0,4.0,15.0,15.0,16.0
17.2,0.0,8.2,26.3,32.0,2.2,10.3,10.9,952.3,949.0,2013,5,23,0,0,5.0,14.0,15.0,17.0
18.8,0.0,9.9,27.7,31.0,3.3,10.3,11.9,952.0,948.7,2013,5,24,0,0,5.0,13.0,15.0,15.0
19.4,0.0,11.1,27.6,27.0,2.5,11.4,12.9,952.1,949.5,2013,5,25,0,0,5.0,13.0,14.0,17.0
18.4,0.0,10.7,26.0,99.0,3.6,10.3,11.8,951.2,947.0,2013,5,26,0,0,4.0,13.0,17.5,18.0
17.3,0.0,12.2,22.4,29.0,5.8,14.4,9.4,948.2,945.1,2013,5,27,0,0,23.0,13.0,11.0,14.0
14.6,0.0,8.4,20.9,26.0,4.2,12.8,6.3,949.4,946.3,2013,5,28,0,0,5.0,13.0,11.0,14.0
14.8,0.0,8.6,20.9,26.0,5.6,13.9,13.4,950.9,948.8,2013,5,29,0,0,5.0,15.0,11.0,2.0
18.1,0.0,11.4,24.8,99.0,3.6,9.2,13.6,952.3,949.3,2013,5,30,0,0,23.0,14.0,14.0,15.0
15.9,0.0,7.0,24.8,35.0,3.6,13.9,13.4,953.5,949.5,2013,5,31,0,0,5.0,15.0,16.0,15.0
18.3,0.0,8.4,28.2,30.0,2.5,10.3,13.9,953.8,949.8,2013,6,1,0,0,4.0,15.0,17.0,16.0
18.8,0.0,8.2,29.4,32.0,2.5,9.2,13.7,952.2,948.6,2013,6,2,0,0,5.0,15.0,12.0,17.0
19.4,0.0,9.1,29.8,9.0,2.8,8.9,13.6,951.9,947.6,2013,6,3,0,0,5.0,14.0,14.0,17.0
20.7,0.0,10.2,31.2,21.0,1.9,8.9,12.2,949.9,944.8,2013,6,4,0,0,4.0,15.0,14.0,17.0
21.4,0.0,12.9,29.9,25.0,4.4,15.0,10.7,950.4,946.4,2013,6,5,0,0,5.0,12.0,13.0,15.0
20.3,0.0,12.2,28.4,99.0,3.6,11.7,10.0,952.6,949.7,2013,6,6,0,0,5.0,13.0,15.0,13.0
16.2,0.0,9.7,22.6,99.0,3.9,11.7,8.3,952.7,949.8,2013,6,7,0,0,4.0,13.0,15.0,18.0
14.8,0.0,9.0,20.5,29.0,4.7,10.8,6.5,952.8,949.9,2013,6,8,0,0,4.0,13.0,13.0,18.0
14.9,0.0,9.6,20.2,32.0,2.8,9.2,0.8,953.2,950.3,2013,6,9,0,0,4.0,14.0,9.0,16.0
18.2,0.0,9.7,26.6,25.0,3.3,12.5,12.0,954.7,951.4,2013,6,10,0,0,4.0,14.0,15.0,16.0
20.8,0.0,10.3,31.4,99.0,2.2,9.7,13.2,956.0,952.4,2013,6,11,0,0,4.0,15.0,15.0,17.0
23.6,0.0,12.6,34.7,34.0,2.2,8.3,13.5,956.0,952.5,2013,6,12,0,0,4.0,16.0,14.0,17.0
25.0,0.0,13.8,36.3,99.0,2.5,8.3,13.5,954.7,949.7,2013,6,13,0,0,4.0,15.0,17.0,17.0
25.8,0.0,14.8,36.9,28.0,3.1,11.4,12.7,952.2,948.9,2013,6,14,0,0,4.0,14.0,13.0,15.0
26.2,0.0,15.9,36.5,27.0,2.2,9.7,12.8,951.9,947.9,2013,6,15,0,0,4.0,15.0,14.0,17.0
26.7,0.0,16.2,37.2,26.0,3.3,10.3,12.3,950.2,945.3,2013,6,16,0,0,5.0,13.0,14.0,17.0
21.4,0.0,15.3,27.4,99.0,4.2,12.5,6.0,947.6,945.8,2013,6,17,0,0,23.0,11.0,16.0,4.0
15.8,0.0,10.3,21.2,31.0,6.4,13.3,11.2,950.7,946.9,2013,6,18,0,0,5.0,15.0,12.0,1.0
19.5,0.0,13.8,25.2,28.0,2.2,10.8,11.0,951.7,949.3,2013,6,19,0,0,4.0,15.0,16.0,16.0
20.0,0.0,9.5,30.4,99.0,2.2,7.2,13.7,952.8,949.4,2013,6,20,0,0,5.0,16.0,15.0,16.0
21.4,0.0,11.9,31.0,30.0,2.2,10.3,7.8,953.8,950.2,2013,6,21,0,0,5.0,15.0,17.0,16.0
23.2,0.0,12.9,33.5,16.0,1.9,9.2,13.5,956.0,952.2,2013,6,22,0,0,4.0,15.0,16.0,16.0
24.2,0.0,12.9,35.4,29.0,1.9,8.3,13.7,955.7,950.6,2013,6,23,0,0,4.0,15.0,17.0,17.0
25.0,0.0,15.2,34.7,18.0,3.1,12.5,13.4,954.4,951.1,2013,6,24,0,0,4.0,14.0,17.0,17.0
25.6,0.0,16.8,34.5,99.0,4.2,11.4,13.1,954.8,951.4,2013,6,25,0,0,4.0,14.0,16.0,17.0
24.3,0.0,15.8,32.8,17.0,5.0,15.0,12.9,955.1,951.7,2013,6,26,0,0,5.0,13.0,18.0,18.0
24.4,0.0,14.7,34.1,99.0,2.8,9.7,12.1,954.8,950.7,2013,6,27,0,0,4.0,15.0,16.5,17.0
24.1,0.0,15.4,32.8,99.0,2.5,10.3,11.6,956.8,953.1,2013,6,28,0,0,4.0,14.0,15.5,15.0
24.6,0.0,14.2,35.1,16.0,2.2,9.2,12.2,957.2,952.2,2013,6,29,0,0,5.0,16.0,17.0,17.0
26.0,0.0,15.7,36.3,17.0,1.9,9.2,12.0,954.8,948.5,2013,6,30,0,0,5.0,16.0,16.0,17.0
25.2,0.0,15.1,35.3,99.0,2.5,9.7,11.9,951.4,947.2,2013,7,1,0,1,5.0,14.0,14.5,16.0
25.5,0.3,17.9,33.1,33.0,3.3,12.5,8.0,952.5,949.2,2013,7,2,1,0,5.0,15.0,15.0,15.0
26.0,0.0,15.9,36.2,18.0,2.5,9.7,12.3,953.7,950.2,2013,7,3,0,0,5.0,15.0,20.0,17.0
27.8,0.0,17.4,38.2,20.0,3.6,12.5,12.9,954.6,950.8,2013,7,4,0,0,4.0,14.0,16.0,15.0
26.8,0.0,18.1,35.6,99.0,3.1,11.7,13.6,955.8,952.8,2013,7,5,0,0,5.0,14.0,17.0,16.0
26.3,0.0,15.1,37.5,19.0,2.5,9.2,13.7,955.9,952.0,2013,7,6,0,0,4.0,15.0,15.0,18.0
26.4,0.0,14.9,37.9,16.0,2.2,10.3,13.6,955.5,951.1,2013,7,7,0,0,5.0,16.0,19.0,17.0
26.4,0.0,15.1,37.8,18.0,2.2,9.7,13.4,955.2,951.1,2013,7,8,0,0,4.0,14.0,15.0,17.0
27.4,0.0,16.5,38.2,15.0,2.2,10.3,11.8,954.0,949.5,2013,7,9,0,0,5.0,14.0,23.0,17.0
28.6,0.0,19.1,38.2,25.0,3.3,10.3,12.6,952.3,945.8,2013,7,10,0,0,5.0,15.0,15.0,18.0
27.4,0.0,16.9,37.8,99.0,2.2,9.2,12.4,948.7,945.6,2013,7,11,0,0,5.0,14.0,15.0,17.0
25.6,0.0,16.1,35.2,19.0,1.9,11.7,3.7,952.4,948.5,2013,7,12,0,0,5.0,13.0,16.0,1.0
24.1,0.0,13.4,34.8,25.0,3.9,13.3,13.3,952.9,950.6,2013,7,13,0,0,5.0,13.0,13.0,17.0
22.8,0.0,12.5,33.2,30.0,3.6,9.7,12.8,953.5,950.8,2013,7,14,0,0,5.0,14.0,15.0,18.0
24.6,0.0,14.0,35.3,25.0,2.5,11.4,13.0,954.7,951.6,2013,7,15,0,0,5.0,15.0,11.0,18.0
25.6,0.0,15.7,35.5,22.0,2.2,5.6,8.7,955.3,951.6,2013,7,16,0,0,5.0,15.0,19.0,18.0
26.0,0.0,15.5,36.5,99.0,2.8,9.2,12.9,955.5,951.7,2013,7,17,0,0,5.0,16.0,16.0,17.0
26.3,0.0,15.5,37.1,99.0,3.1,9.7,12.9,954.4,950.2,2013,7,18,0,0,5.0,14.0,12.5,17.0
26.6,0.0,15.2,38.0,22.0,2.5,11.7,12.4,952.3,946.2,2013,7,19,0,0,5.0,15.0,16.0,17.0
26.2,0.0,16.3,36.2,25.0,2.2,9.7,12.3,950.8,946.5,2013,7,20,0,0,5.0,15.0,17.0,17.0
26.2,0.0,17.3,35.0,29.0,3.3,10.8,12.4,952.2,948.7,2013,7,21,0,0,5.0,15.0,15.0,16.0
27.0,0.0,18.6,35.5,99.0,2.5,7.8,10.9,952.3,948.8,2013,7,22,0,0,5.0,14.0,16.0,17.0
26.9,0.0,17.7,36.1,28.0,2.5,8.9,12.5,951.7,948.1,2013,7,23,0,0,5.0,14.0,17.0,17.0
27.4,0.0,17.6,37.1,34.0,1.9,7.8,12.6,952.6,949.7,2013,7,24,0,0,5.0,15.0,13.0,17.0
27.2,0.0,16.4,37.9,31.0,2.8,9.7,12.6,952.7,947.8,2013,7,25,0,0,5.0,14.0,14.0,18.0
27.6,0.0,18.3,36.9,27.0,3.6,12.5,12.7,950.2,945.3,2013,7,26,0,0,4.0,14.0,14.0,18.0
